Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
1960,Rome,Wrestling,Wrestling Gre-R,"dietrich, wilfried",EUA,Men,+ 87KG (Super Heavyweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"stoykov, dinko petrov",BUL,Men,52 - 57KG (Bantamweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"karavaev, oleg",URS,Men,52 - 57KG (Bantamweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"cernea, ion",ROU,Men,52 - 57KG (Bantamweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"vyrupaev, konstantin",URS,Men,57 - 61KG (Featherweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"sille, müzahir",TUR,Men,57 - 61KG (Featherweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"polyak, imre",HUN,Men,57 - 61KG (Featherweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"freij, gustav",SWE,Men,61 - 67KG (Lightweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"koridze, avtandil",URS,Men,61 - 67KG (Lightweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"martinovic, branko",YUG,Men,61 - 67KG (Lightweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"schiermeyer, rene",FRA,Men,67 - 73KG (Welterweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"bayrak, mithat",TUR,Men,67 - 73KG (Welterweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"maritschnigg, gunther",EUA,Men,67 - 73KG (Welterweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"taranu, ion",ROU,Men,73 - 79KG (Middleweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"dobrev, dimitre dimitrov",BUL,Men,73 - 79KG (Middleweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"metz, lothar",EUA,Men,73 - 79KG (Middleweight),Silver,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"kartoziya, givi",URS,Men,79 - 87KG (Light-Heavyweight),Bronze,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"kis, tevfik",TUR,Men,79 - 87KG (Light-Heavyweight),Gold,Summer
1960,Rome,Wrestling,Wrestling Gre-R,"bimbalov, krali peytchev",BUL,Men,79 - 87KG (Light-Heavyweight),Silver,Summer
1964,Tokyo,Aquatics,Diving,"gompf, thomas eugen",USA,Men,10M Platform,Bronze,Summer
1964,Tokyo,Aquatics,Diving,"webster, robert david",USA,Men,10M Platform,Gold,Summer
1964,Tokyo,Aquatics,Diving,"dibiasi, klaus",ITA,Men,10M Platform,Silver,Summer
1964,Tokyo,Aquatics,Diving,"alekseeva, galina",URS,Women,10M Platform,Bronze,Summer
1964,Tokyo,Aquatics,Diving,"bush, lesley leigh",USA,Women,10M Platform,Gold,Summer
1964,Tokyo,Aquatics,Diving,"krämer-engel-gulbin, ingrid",EUA,Women,10M Platform,Silver,Summer
1964,Tokyo,Aquatics,Diving,"andreasen, lawrence edwin",USA,Men,3M Springboard,Bronze,Summer
1964,Tokyo,Aquatics,Diving,"sitzberger, kenneth robert",USA,Men,3M Springboard,Gold,Summer
1964,Tokyo,Aquatics,Diving,"gorman, francis xavier",USA,Men,3M Springboard,Silver,Summer
1964,Tokyo,Aquatics,Diving,"willard, mary patricia",USA,Women,3M Springboard,Bronze,Summer
1964,Tokyo,Aquatics,Diving,"krämer-engel-gulbin, ingrid",EUA,Women,3M Springboard,Gold,Summer
1964,Tokyo,Aquatics,Diving,"collier, jeanne ellen",USA,Women,3M Springboard,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"duenkel, virginia ruth",USA,Women,100M Backstroke,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"ferguson, kathleen jean",USA,Women,100M Backstroke,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"caron, christine (kiki)",FRA,Women,100M Backstroke,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"ellis, kathleen",USA,Women,100M Butterfly,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"stouder, sharon marie",USA,Women,100M Butterfly,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"kok, aagje ada",NED,Women,100M Butterfly,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"klein, hans-joachim",EUA,Men,100M Freestyle,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"schollander, donald arthur",USA,Men,100M Freestyle,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"mcgregor, robert bilsland",GBR,Men,100M Freestyle,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"ellis, kathleen",USA,Women,100M Freestyle,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"fraser, dawn",AUS,Women,100M Freestyle,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"stouder, sharon marie",USA,Women,100M Freestyle,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"wood, allan",AUS,Men,1500M Freestyle,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"windle, robert george",AUS,Men,1500M Freestyle,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"nelson, john mauer",USA,Men,1500M Freestyle,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"bennett, robert earl",USA,Men,200M Backstroke,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"graef, jedward richard",USA,Men,200M Backstroke,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"dilley, gary j.",USA,Men,200M Backstroke,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"jastremski, chester andrew",USA,Men,200M Breaststroke,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"o'brien, lawrence ian",AUS,Men,200M Breaststroke,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"prokopenko, georgi",URS,Men,200M Breaststroke,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"babanina, svetlana",URS,Women,200M Breaststroke,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"prozumenschikova-stepanova, galina",URS,Women,200M Breaststroke,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"kolb, claudia anne",USA,Women,200M Breaststroke,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"schmidt, frederick weber",USA,Men,200M Butterfly,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"berry, kevin john",AUS,Men,200M Butterfly,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"robie, carl joseph iii",USA,Men,200M Butterfly,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"wood, allan",AUS,Men,400M Freestyle,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"schollander, donald arthur",USA,Men,400M Freestyle,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"wiegand, frank",EUA,Men,400M Freestyle,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"stickles, therese lee",USA,Women,400M Freestyle,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"duenkel, virginia ruth",USA,Women,400M Freestyle,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"ramenofsky, marilyn",USA,Women,400M Freestyle,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"hetz, gerhard",EUA,Men,400M Individual Medley,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"roth, richard william",USA,Men,400M Individual Medley,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"saari, roy allen",USA,Men,400M Individual Medley,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"randall, martha irene",USA,Women,400M Individual Medley,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"de varona, donna elizabeth",USA,Women,400M Individual Medley,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"finneran, sharon evans",USA,Women,400M Individual Medley,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"dickson, david gavin",AUS,Men,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"doak, peter john",AUS,Men,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"ryan, john",AUS,Men,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"windle, robert george",AUS,Men,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"austin, michael mackay",USA,Men,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"clark, stephen edward",USA,Men,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"ilman, gary steven",USA,Men,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"schollander, donald arthur",USA,Men,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"jacobsen, uwe",EUA,Men,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"klein, hans-joachim",EUA,Men,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"löffler, horst",EUA,Men,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"wiegand, frank",EUA,Men,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"beumer, catharina johanna",NED,Women,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"terpstra, erica georgine",NED,Women,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"van der wildt, paulina",NED,Women,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"van weerdenburg, wilhelmina",NED,Women,4X100M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"de varona, donna elizabeth",USA,Women,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"ellis, kathleen",USA,Women,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"stouder, sharon marie",USA,Women,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"watson, lillian debra",USA,Women,4X100M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"bell, lynette",AUS,Women,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"fraser, dawn",AUS,Women,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"murphy, janice",AUS,Women,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"thorn-risson, robyn",AUS,Women,4X100M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"berry, kevin john",AUS,Men,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"dickson, david gavin",AUS,Men,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"o'brien, lawrence ian",AUS,Men,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"reynolds, peter askin",AUS,Men,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"clark, stephen edward",USA,Men,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"craig, william norval",USA,Men,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"mann, harold thompson",USA,Men,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"schmidt, frederick weber",USA,Men,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"gregor, horst-günther",EUA,Men,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"henninger, egon",EUA,Men,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"klein, hans-joachim",EUA,Men,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"küppers, ernst joachim",EUA,Men,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"babanina, svetlana",URS,Women,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"devyatova, tatyana",URS,Women,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"savelyeva, tatyana",URS,Women,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"ustinova, natalya",URS,Women,4X100M Medley Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"ellis, kathleen",USA,Women,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"ferguson, kathleen jean",USA,Women,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"goyette, cynthia lee",USA,Women,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"stouder, sharon marie",USA,Women,4X100M Medley Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"bimolt, clena geertje",NED,Women,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"kok, aagje ada",NED,Women,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"terpstra, erica georgine",NED,Women,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"winkel, kornelia",NED,Women,4X100M Medley Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"fukui, makoto",JPN,Men,4X200M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"iwasaki, kunihiro",JPN,Men,4X200M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"okabe, yukiaki",JPN,Men,4X200M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"shoji, toshio",JPN,Men,4X200M Freestyle Relay,Bronze,Summer
1964,Tokyo,Aquatics,Swimming,"clark, stephen edward",USA,Men,4X200M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"ilman, gary steven",USA,Men,4X200M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"saari, roy allen",USA,Men,4X200M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"schollander, donald arthur",USA,Men,4X200M Freestyle Relay,Gold,Summer
1964,Tokyo,Aquatics,Swimming,"gregor, horst-günther",EUA,Men,4X200M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"hetz, gerhard",EUA,Men,4X200M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"klein, hans-joachim",EUA,Men,4X200M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Swimming,"wiegand, frank",EUA,Men,4X200M Freestyle Relay,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"ageev, viktor",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"bortkevich, zenon",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"egorov, eduard",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"grabovsky, igor",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"grishin, boris",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"kalashnikov, nikolai",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"kuznetsov, nikolai",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"kuznetsov, vladimir",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"osipov, leonid",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"popov, boris",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"semenov, vladimir",URS,Men,Water Polo,Bronze,Summer
1964,Tokyo,Aquatics,Water polo,"ambrus, miklos",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"bodnar, andras",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"boros, otto",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"dömötör, zoltan",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"felkai, laszlo",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"gyarmati, dezso",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"kanizsa, tivadar",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"karpati, györgy",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"konrad, janos",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"mayer, mihaly",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"pocsik, denes",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"rusoran, peter",HUN,Men,Water Polo,Gold,Summer
1964,Tokyo,Aquatics,Water polo,"bonacic, ozren",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"jankovic, zoran",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"muskatirovic, milan",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"nardeli, antun",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"nonkovic, franjo",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"rosic, vinko",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"sandic, mirko",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"simenc, zlatko",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"stanisic, bozidar",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"stipanic, karlo",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Aquatics,Water polo,"trumbic, ivo",YUG,Men,Water Polo,Silver,Summer
1964,Tokyo,Athletics,Athletics,"clarke, ronald",AUS,Men,10000M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"mills, william",USA,Men,10000M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"gammoudi, mohamed",TUN,Men,10000M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"jerome, henry winston ""harry""",CAN,Men,100M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"hayes, robert",USA,Men,100M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"figuerola camue, enrique",CUB,Men,100M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"klobukowska, ewa",POL,Women,100M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"tyus, wyomia",USA,Women,100M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"mcguire, edith marie",USA,Women,100M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"mikhaylov, anatoly",URS,Men,110M Hurdles,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"jones, hayes",USA,Men,110M Hurdles,Gold,Summer
1964,Tokyo,Athletics,Athletics,"lindgren, harold blaine",USA,Men,110M Hurdles,Silver,Summer
1964,Tokyo,Athletics,Athletics,"davies, john",NZL,Men,1500M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"snell, peter",NZL,Men,1500M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"odlozil, josef",TCH,Men,1500M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"roberts, edwin",TRI,Men,200M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"carr, henry",USA,Men,200M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"drayton, otis paul",USA,Men,200M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"black-vassella, marilyn mary",AUS,Women,200M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"mcguire, edith marie",USA,Women,200M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"szewinska, irena",POL,Women,200M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"golubnichy, vladimir",URS,Men,20KM Walk,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"matthews, kenneth joseph",GBR,Men,20KM Walk,Gold,Summer
1964,Tokyo,Athletics,Athletics,"lindner, dieter",EUA,Men,20KM Walk,Silver,Summer
1964,Tokyo,Athletics,Athletics,"belyaev, ivan",URS,Men,3000M Steeplechase,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"roelants, gaston",BEL,Men,3000M Steeplechase,Gold,Summer
1964,Tokyo,Athletics,Athletics,"herriott, maurice",GBR,Men,3000M Steeplechase,Silver,Summer
1964,Tokyo,Athletics,Athletics,"badenski, andrzej",POL,Men,400M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"larrabee, michael denny",USA,Men,400M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"mottley, wendell adrian",TRI,Men,400M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"amoore-pollock, judith florence",AUS,Women,400M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"cuthbert, betty",AUS,Women,400M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"packer, ann elizabeth",GBR,Women,400M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"morale, salvatore",ITA,Men,400M Hurdles,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"cawley, warren (rex) jay",USA,Men,400M Hurdles,Gold,Summer
1964,Tokyo,Athletics,Athletics,"cooper, john hugh",GBR,Men,400M Hurdles,Silver,Summer
1964,Tokyo,Athletics,Athletics,"delecour, jocelyn",FRA,Men,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"genevay, paul",FRA,Men,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"laidebeur, bernard",FRA,Men,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"piquemal, claude",FRA,Men,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"ashworth, gerald howard",USA,Men,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"drayton, otis paul",USA,Men,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"hayes, robert",USA,Men,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"stebbins, richard vaughn",USA,Men,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"dudziak, marjan",POL,Men,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"foik, marjan",POL,Men,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"maniak, wieslaw jan",POL,Men,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"zielinski, andrzej",POL,Men,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"arden, daphne",GBR,Women,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"bignal-rand, mary denise",GBR,Women,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"hyman, dorothy",GBR,Women,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"simpson, janet mary",GBR,Women,4X100M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"herrmann-gorecka-richter, halina",POL,Women,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"klobukowska, ewa",POL,Women,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"szewinska, irena",POL,Women,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"wieczorek-cieply, teresa barbara",POL,Women,4X100M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"mcguire, edith marie",USA,Women,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"tyus, wyomia",USA,Women,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"white, marilyn elaine",USA,Women,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"white, willie b.",USA,Women,4X100M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"bernard, kent bede",TRI,Men,4X400M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"mottley, wendell adrian",TRI,Men,4X400M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"roberts, edwin",TRI,Men,4X400M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"skinner, edwin",TRI,Men,4X400M Relay,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"carr, henry",USA,Men,4X400M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"cassell, ollan conley",USA,Men,4X400M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"larrabee, michael denny",USA,Men,4X400M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"williams, ulis c.",USA,Men,4X400M Relay,Gold,Summer
1964,Tokyo,Athletics,Athletics,"brightwell, robbie ian",GBR,Men,4X400M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"cooper, john hugh",GBR,Men,4X400M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"graham, timothy joseph michael",GBR,Men,4X400M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"metcalfe, adrian peter",GBR,Men,4X400M Relay,Silver,Summer
1964,Tokyo,Athletics,Athletics,"dellinger, william solon",USA,Men,5000M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"schul, robert keyser",USA,Men,5000M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"norpoth, harald",EUA,Men,5000M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"pettersson, ingvar",SWE,Men,50KM Walk,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"pamich, abdon",ITA,Men,50KM Walk,Gold,Summer
1964,Tokyo,Athletics,Athletics,"nihill, paul vincent",GBR,Men,50KM Walk,Silver,Summer
1964,Tokyo,Athletics,Athletics,"kiprugut, wilson chuma",KEN,Men,800M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"snell, peter",NZL,Men,800M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"crothers, william frederick",CAN,Men,800M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"chamberlain, ann marise",NZL,Women,800M,Bronze,Summer
1964,Tokyo,Athletics,Athletics,"packer, ann elizabeth",GBR,Women,800M,Gold,Summer
1964,Tokyo,Athletics,Athletics,"dupureur, maryvonne",FRA,Women,800M,Silver,Summer
1964,Tokyo,Athletics,Athletics,"kilborn-ryan-nelson, pamela",AUS,Women,80M Hurdles,Bronze,Summer
